epoch,acc,loss,val_acc,val_loss
0,0.30473856196164567,1.4154817369768562,0.45701849937309247,1.1823792432934468
1,0.4490740744636469,1.1640537325333407,0.6158868383141933,0.9989629522760493
2,0.611655773550337,0.9930755863522133,0.6713819383148011,0.8702638135641262
3,0.6571350761228657,0.9018495597091376,0.7040261172236504,0.8282929597274523
4,0.6816448800444344,0.854280725673393,0.6996735600963381,0.8149027494273845
5,0.6802832240112986,0.8368625481144275,0.7083786705243315,0.7806802128033228
6,0.6911764701986625,0.8166391691091534,0.7127312276516438,0.8033881738733285
7,0.6938997820052186,0.8052945496729517,0.7203482047647595,0.7678713010496362
8,0.7045206978170441,0.7854220132162888,0.7094668157731099,0.7456876853474854
9,0.7116013069298273,0.7734784359246297,0.6964091384242227,0.7475869702955584
10,0.6974400874056847,0.7781839988849781,0.7105549469476685,0.7702666696189407
11,0.7056100216566348,0.7684917994054574,0.7344940137422123,0.7175100952289569
12,0.724945533509348,0.7389121099754616,0.731229595442721,0.6967921908194923
13,0.7306644886667173,0.7269244240779503,0.7334058782870154,0.6846465404845685
14,0.7344771248322947,0.7061056451859817,0.7508161089365838,0.6867148562276714
15,0.7393790852270354,0.6952094287654154,0.7486398227196653,0.6559623702306613
16,0.7475490194779856,0.6763362637792018,0.7497279636878054,0.6378257390075202
17,0.7551742916792826,0.6515069329920418,0.7660500588821768,0.6323711796216789
18,0.7562636166875918,0.6466546727421497,0.770402614323177,0.6064968984715957
19,0.7704248372505953,0.6158419381299569,0.7769314517004575,0.5875655606599834
20,0.774509803791711,0.6073416089699939,0.785636562128451,0.5764138699226462
21,0.7840413940757968,0.5871070884411631,0.7801958618926794,0.5586224708775053
22,0.7916666665368091,0.577233637080473,0.7997823672792728,0.5412475724215087
23,0.8017429188705477,0.5458025379118576,0.8084874858145356,0.518843568091294
24,0.7984749460531995,0.5329832730080307,0.8237214357601286,0.4988410202735656
25,0.8104575162100117,0.5176271176156395,0.8139281860503071,0.5003186662127066
26,0.8150871453202109,0.5103593815385906,0.8204570196009564,0.48405162596079937
27,0.8213507618779451,0.48339854268466725,0.8226332926516694,0.4778123857925714
28,0.8325163401289962,0.47229920701004063,0.831338409046613,0.47041764320305046
29,0.8289760347285302,0.4734765453536007,0.8356909661739254,0.45925429100180865
30,0.8455882349045448,0.44814106140261384,0.8411316621290587,0.4514670910007676
31,0.8431372549019608,0.44574674295184397,0.8476604982740342,0.4450061549234961
32,0.8480392150369864,0.43670856660487606,0.8487486435228125,0.44061025146950317
33,0.8480392160758473,0.42626028428410134,0.8531011968234937,0.4334881263536779
34,0.857298475205249,0.4159598358965647,0.8498367811183286,0.42691807379141467
35,0.8515795209568829,0.4128161053252376,0.8541893361053218,0.42631545137528887
36,0.857298474555961,0.41086364649479684,0.8541893322786906,0.42319877061413214
37,0.8562091505865126,0.40423434063759767,0.8509249182598375,0.41814885036340865
38,0.8600217870118052,0.39863552435550814,0.8552774792137811,0.4145725113912298
39,0.8602941173873436,0.40473580905814577,0.8552774792137811,0.41523559701196255
40,0.8641067531633481,0.3927278930974682,0.8520130575416657,0.4120703925245864
41,0.8622004363791356,0.39148663091503716,0.859630028687831,0.40459655288513646
42,0.8608387798265694,0.38432764201901837,0.854189338699648,0.4058841753576733
43,0.8660130720252824,0.387082062515558,0.8574537577774372,0.40336326082461027
44,0.868736383701981,0.37289592247123554,0.8563656112963538,0.4109610203041475
45,0.8668300652296195,0.37648882397119776,0.860718167969659,0.3981665048882025
46,0.8616557732906217,0.38381793802859737,0.8574537577774372,0.3926055581188306
47,0.8654684101054871,0.3745551640431606,0.8618063110781183,0.3894137828666575
48,0.8690087148566651,0.36567283377927895,0.8628944482196272,0.3909210931100316
49,0.8711873635747074,0.36406275006680705,0.8628944541865775,0.38651257870116873
50,0.8703703701106551,0.3584663630960294,0.8618063149047495,0.39138012141864886
51,0.8630174293237574,0.3585101745227323,0.8607181756229214,0.39636951681708876
52,0.8687363827929777,0.3594204460743466,0.8520130575416657,0.3882294712634808
53,0.8709150329394538,0.35384250914349274,0.8639825917820936,0.38283575388630275
54,0.8750000001298576,0.34625660425177845,0.8585418958269603,0.3904764534858936
55,0.8722766881934438,0.35275580407747253,0.8618063149047495,0.3770680204439215
56,0.8758169938536251,0.34965465803811235,0.8672470096275778,0.37738762966177797
57,0.8673747276688453,0.35242009286267567,0.8661588665191186,0.3753543190974276
58,0.8758169930744795,0.34334211833856204,0.8596300346547813,0.3827864410957652
59,0.8741830070553782,0.3473389921364961,0.8628944482196272,0.3755290273483741
60,0.872821350502812,0.3491055142126312,0.8618063115321254,0.3788198219354835
61,0.8771786487180423,0.34186526301899245,0.8585418970592652,0.3758192984660899
