epoch,acc,loss,val_acc,val_loss
0,0.35566448801742917,1.640118711394682,0.5244831329979757,1.2838301885633916
1,0.4888344229176673,1.1190125843538439,0.4570184972327734,1.2524055264590226
2,0.5912309369490297,0.9511326352755228,0.5048966288436874,1.0958787580309548
3,0.6574074068879769,0.8388051177681402,0.713819370760103,0.7446797318245822
4,0.6680283230893752,0.8362008602011437,0.6017410246020951,1.0189895973631036
5,0.7102396520654101,0.733702508452671,0.6605005454965204,0.8537486233182
6,0.7252178645341745,0.6978078958515508,0.6572361233703978,0.9026424677898627
7,0.755174292198713,0.6431186360211674,0.6289445049614849,0.8989361289146806
8,0.7513616557734205,0.6474853860526822,0.7377584332740086,0.6812733061554902
9,0.765250544142879,0.6114410734644123,0.7573449408009211,0.6592078935983261
10,0.776143790589958,0.5939454685628803,0.6528835666970927,0.9184140562362588
11,0.7916666669263819,0.5583911106996806,0.6528835666970927,0.9139889993008644
12,0.7941176474483964,0.5530829281588785,0.7421109865746898,0.7376825361308906
13,0.8112745103233521,0.5118326006501848,0.7616974924152902,0.6378201523854502
14,0.8161764701986625,0.510136703520299,0.7431991322774752,0.6981216770909946
15,0.8156318081490095,0.49622529615244315,0.7290533233000223,0.7291657050364165
16,0.8327886705045346,0.4587482298381448,0.6844396080104259,0.8370788760880521
17,0.832516339219993,0.4613603434012087,0.743199128450844,0.6806534035161738
18,0.8480392154265592,0.43921270304256016,0.8302502719051041,0.48494433815123855
19,0.8447712417002078,0.4257144742282128,0.7388465713235317,0.6821932913299743
20,0.8521241830065359,0.4137893002277366,0.7976060891696237,0.5711608139293368
21,0.8502178645341745,0.4224954578611586,0.8324265483284412,0.4627373807448428
22,0.8485838773463547,0.40733221803095865,0.845484219710378,0.4402532421530785
23,0.8608387794369966,0.3874226738424862,0.8574537577774372,0.39571587276017706
24,0.8632897602187263,0.38338810341810087,0.7867247018642861,0.6034107402177837
25,0.8630174289341845,0.37873548567944365,0.7856365647227772,0.5637515070518809
26,0.8673747271494149,0.36296790338289764,0.8356909683142445,0.4439529381262724
27,0.8741830058866596,0.35165326514794676,0.8585418932326341,0.396087028613158
28,0.8741830060165172,0.36213471498624433,0.8628944503599464,0.3661039305913695
29,0.8788126355162893,0.34015822839113624,0.7725788928868332,0.6292550063755878
30,0.8711873633149922,0.3584250653880873,0.8541893399319529,0.38856466965784314
31,0.8733660126823226,0.34176619522971524,0.8237214357601286,0.4775192602350092
32,0.8837145975991791,0.32780241992219084,0.7932535358689425,0.5651502115682367
33,0.8807189543782237,0.3280395971274324,0.8346028328590476,0.4537277696765675
