epoch,acc,loss,val_acc,val_loss
0,0.4044117644461671,1.3368722504260493,0.5973884624158466,0.9943904637382391
1,0.6070261440505649,0.9682009791496792,0.6909684479820326,0.7753639921010903
2,0.6936274516296802,0.782877657538146,0.6376496218104357,1.0925943828122011
3,0.7355664486718853,0.7104183971752008,0.7344940154285244,0.6314073303578598
4,0.7824074072775498,0.5965477150250105,0.760609354365767,0.6120831290578168
5,0.7821350756034352,0.593140716905947,0.8095756301552998,0.4775304084114722
6,0.7976579518100015,0.5357833242364439,0.8161044607873321,0.49401884868951823
7,0.8314270148609718,0.4757069544724649,0.801958647983248,0.486486235205834
8,0.843954247716725,0.43634013899790697,0.8182807431776195,0.4946779175149733
9,0.834150327316816,0.46613236132010916,0.8161044650679703,0.478937292838382
10,0.8592047935477529,0.3922426455810439,0.8335146876102693,0.5697533167874334
11,0.8654684093263414,0.3911955713706339,0.8585418936866411,0.3801387423918997
12,0.861928104705021,0.3783415815669207,0.8346028273461044,0.41104991171383365
13,0.8608387803459998,0.3733038836055332,0.8607181684236661,0.3588927584387143
14,0.8747276685856007,0.3405998731620431,0.8705114296133811,0.3411871715974756
15,0.8709150326797386,0.3398680550600189,0.8911860683148523,0.3096780876210517
16,0.8877995646597253,0.3043392269439947,0.8443960825688691,0.4220726687513835
17,0.8850762522038811,0.31202700136793465,0.8803046754965714,0.30746662247038253
18,0.894607843786543,0.28323278490104964,0.8694232865049218,0.33202818126880823
19,0.8788126357760045,0.32769365105493914,0.8705114296133811,0.3466876270138011
20,0.9000544657115064,0.2778025798678138,0.8933623511591466,0.2883328806945367
21,0.904684095341136,0.266324082880498,0.8977149078324518,0.30372228816362407
22,0.9003267971259057,0.26550315713311073,0.8694232903315531,0.3332795308126589
23,0.8940631803084562,0.2743351683507558,0.9031556025552802,0.2884640382669696
24,0.9076797384322339,0.2524317932479522,0.8966267668643118,0.3016808254317957
25,0.9049564271451082,0.26003776987393695,0.8487486392421744,0.42783471137706813
26,0.9046840952112783,0.24942672853246495,0.88683351118754,0.3143010980675607
27,0.9065904132940671,0.22726535251717161,0.8748639850543813,0.3599730923009775
28,0.9063180829185287,0.24786220867519546,0.8813928164647116,0.3212995178292184
