epoch,acc,loss,val_acc,val_loss
0,0.4637799562971576,1.2573436116860583,0.6583242609659139,0.8640359750380324
1,0.6402505450518822,0.8844248917367723,0.6844396063241139,0.8036354295058141
2,0.7004357294579218,0.7535911690695354,0.7834602797381637,0.6332114698188998
3,0.7726034855790648,0.6239935367455409,0.7856365566155078,0.5389457151731547
4,0.8156318080191519,0.5158231345396935,0.7889009744609919,0.51632008864519
5,0.82843137306845,0.4717399474712239,0.8356909700005566,0.43152754665458815
6,0.840141612460151,0.43812323791788554,0.8433079432870411,0.4002604311386831
7,0.8578431369951868,0.3962838652996196,0.8476605042409845,0.38685734308972325
8,0.8725490196078431,0.3645889996053866,0.8030467932320263,0.5284716650049108
9,0.8741830060165172,0.34977965034171127,0.8705114236464309,0.35655818589364097
10,0.8809912860523382,0.3357264751117993,0.872687703896399,0.355521828163176
11,0.8796296291101992,0.3220973610228703,0.8607181760769285,0.35063210982622595
12,0.8875272337647565,0.3022390358588275,0.8911860700011642,0.30862418027904787
13,0.8807189545080812,0.30897703747344174,0.8258977109511607,0.5261205874861778
14,0.8766339866683893,0.3372863309056151,0.8813928202913428,0.32551246252360877
15,0.8981481478884329,0.2623825239459933,0.8824809562005468,0.30802281030633116
16,0.9044117650954552,0.25645656406489853,0.8890097974044584,0.30684043585410964
17,0.9071350766422962,0.2442988589048905,0.8933623507051395,0.30579588400915475
18,0.9104030501089324,0.237240273643423,0.8813928186050307,0.3260189164450171
19,0.9144880178187668,0.22660216156693586,0.910772583495027,0.27570333068337094
20,0.9090413945952273,0.23198776891808104,0.8998911885364271,0.27305981550888603
21,0.9210239650117545,0.21620037664774977,0.8933623468785084,0.2899028703294719
22,0.9207516338570705,0.21111168434806898,0.8955386275824836,0.30100901303275757
23,0.9193899788627957,0.210013096758483,0.9031556063819113,0.26950457993736726
24,0.9232026147686578,0.1962153094461541,0.9042437418371082,0.27001231263459574
