epoch,acc,loss,val_acc,val_loss
0,0.6985294117647058,0.7673724697517791,0.8095756257449452,0.5538783935390178
1,0.8641067538126361,0.40093865811089024,0.8748639826546296,0.35924923608041043
2,0.9055010893246187,0.28586910748466227,0.8933623503808488,0.3111872907557704
3,0.9215686274509803,0.2405217450211184,0.8759521218715995,0.3673988562523184
4,0.9291938997821351,0.2056041757490976,0.9020674646354734,0.3264238354615701
5,0.9392701525054467,0.16919546266292482,0.8955386289445049,0.3008937427418872
6,0.9455337690631809,0.14909744687677598,0.9042437431991295,0.3059438364108564
7,0.9572440087145969,0.13450712402082154,0.9075081610446137,0.24252494327454224
8,0.9556100217864923,0.12179044689145473,0.9129488574537541,0.31058583051354904
9,0.965958605664488,0.09603679287710176,0.9107725788900979,0.27500380859622314
10,0.9651416122004357,0.10061343953545573,0.9064200217627857,0.339280915485136
11,0.9749455337690632,0.08836481923749319,0.9075081610446137,0.2846229671199427
12,0.9760348583877996,0.0751968277217074,0.8835690968443961,0.40755324903496054
13,0.9825708061002179,0.05946510834604034,0.8900979325353645,0.4685319285736759
